state,constituency,name,name_title,party,photo_url
West Bengal,Jalpaiguri,Jayanta Kumar Roy,Jayanta Kumar Roy,Bharatiya Janata Party,
West Bengal,Darjeeling,Raju Bista,Raju Bista,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Raju_Bista%2C_Member_of_Parliament_%28Lok_Sabha%29_from_Darjeeling%2C_West_Bengal_meeting_with_the_President_of_India%2C_Smt._Droupadi_Murmu_at_Rashtrapati_Bhavan.jpg/500px-Raju_Bista%2C_Member_of_Parliament_%28Lok_Sabha%29_from_Darjeeling%2C_West_Bengal_meeting_with_the_President_of_India%2C_Smt._Droupadi_Murmu_at_Rashtrapati_Bhavan.jpg
West Bengal,Raiganj,Kartick Chandra Paul,Kartick Chandra Paul,Bharatiya Janata Party,
West Bengal,Balurghat,Sukanta Majumdar,Sukanta Majumdar,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sukanta_Majumdar%2C_Minister_of_State_for_Education.jpg/500px-Sukanta_Majumdar%2C_Minister_of_State_for_Education.jpg
West Bengal,Maldaha Uttar,Khagen Murmu,Khagen Murmu,Bharatiya Janata Party,
West Bengal,Maldaha Dakshin,Isha Khan Choudhury,Isha Khan Choudhury,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/6/64/Isha_Khan_Choudhury.jpg
West Bengal,Jangipur,Khalilur Rahaman,Khalilur Rahaman,Nationalist Citizens Party of India,
West Bengal,Baharampur,Yusuf Pathan,Yusuf Pathan,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yusuf_Pathan.jpg/500px-Yusuf_Pathan.jpg
West Bengal,Murshidabad,Abu Taher Khan,Abu Taher Khan,Nationalist Citizens Party of India,
West Bengal,Krishnanagar,Mahua Moitra,Mahua Moitra,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/a/a7/Mahua_Moitra.jpg
West Bengal,Ranaghat,Jagannath Sarkar,Jagannath Sarkar (BJP politician),Bharatiya Janata Party,
West Bengal,Bangaon,Shantanu Thakur,Shantanu Thakur,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/4/4e/Shri_Shantanu_Thakur.jpg
West Bengal,Barrackpur,Partha Bhowmick,Partha Bhowmick,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Partha_Bhowmick.png/500px-Partha_Bhowmick.png
West Bengal,Dum Dum,Saugata Roy,Saugata Roy,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Saugata_Roy_MP.jpg/500px-Saugata_Roy_MP.jpg
West Bengal,Barasat,Kakoli Ghosh Dastidar,Kakoli Ghosh Dastidar,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/4/44/Kakoli_Ghosh_Dastidar_flagging_off_the_Howrah-Pune_Suvidha_AC_Express_from_Howrah_Station%2C_West_Bengal.jpg
West Bengal,Basirhat,Haji Nurul Islam,Haji Nurul Islam,Trinamool Congress,
West Bengal,Jaynagar,Pratima Mondal,Pratima Mondal,Trinamool Congress,
West Bengal,Mathurapur,Bapi Halder,Bapi Halder,Nationalist Citizens Party of India,
West Bengal,Diamond Harbour,Abhishek Banerjee,Abhishek Banerjee (politician),Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Abhishek_Banerjee.jpg/500px-Abhishek_Banerjee.jpg
West Bengal,Jadavpur,Saayoni Ghosh,Saayoni Ghosh,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/b/bb/Saayoni_Ghosh_in_2015_%28cropped%29.jpg
West Bengal,Kolkata Dakshin,Mala Roy,Mala Roy,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mala_Roy_%28Member_of_Parliament%29.jpg/500px-Mala_Roy_%28Member_of_Parliament%29.jpg
West Bengal,Kolkata Uttar,Sudip Bandyopadhyay,Sudip Bandyopadhyay,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Shri_Sudip_Bandyopadhyay_official_portrait.jpg/500px-Shri_Sudip_Bandyopadhyay_official_portrait.jpg
West Bengal,Howrah,Prasun Banerjee,Prasun Banerjee,Nationalist Citizens Party of India,
West Bengal,Uluberia,Sajda Ahmed,Sajda Ahmed,Trinamool Congress,
West Bengal,Sreerampur,Kalyan Banerjee,Kalyan Banerjee (politician),Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/3/3f/Kalyan_Banerjee.png
West Bengal,Hooghly,Rachana Banerjee,Rachana Banerjee,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/a/ac/Rachana_Banerjee_2020.png
West Bengal,Arambagh,Mitali Bag,Bag Mitali,Nationalist Citizens Party of India,
West Bengal,Tamluk,Abhijit Gangopadhyay,Abhijit Gangopadhyay,Bharatiya Janata Party,
West Bengal,Kanthi,Soumendu Adhikari,Adhikari Soumendu,Bharatiya Janata Party,
West Bengal,Ghatal,Deepak Adhikari,Dev (Bengali actor),Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Dev_at_the_Suro_Bharati_Sangeet_Kala_Kendra_annual_ceremony_in_2026.jpg/500px-Dev_at_the_Suro_Bharati_Sangeet_Kala_Kendra_annual_ceremony_in_2026.jpg
West Bengal,Jhargram,Kalipada Soren,Kalipada Soren,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/%E1%B1%A0%E1%B1%B7%E1%B1%AE%E1%B1%A8%E1%B1%A3%E1%B1%9F%E1%B1%9E_%E1%B1%A5%E1%B1%9A%E1%B1%A8%E1%B1%AE%E1%B1%B1.jpg/500px-%E1%B1%A0%E1%B1%B7%E1%B1%AE%E1%B1%A8%E1%B1%A3%E1%B1%9F%E1%B1%9E_%E1%B1%A5%E1%B1%9A%E1%B1%A8%E1%B1%AE%E1%B1%B1.jpg
West Bengal,Medinipur,June Malia,June Malia,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/June_Malia.jpg/500px-June_Malia.jpg
West Bengal,Purulia,Jyotirmay Singh Mahato,Jyotirmay Singh Mahato,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Jyotirmay_Singh_Mahto.jpg/500px-Jyotirmay_Singh_Mahto.jpg
West Bengal,Bankura,Arup Chakraborty,Arup Chakraborty (politician),Nationalist Citizens Party of India,
West Bengal,Bishnupur,Saumitra Khan,Saumitra Khan,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Saumitra.jpg/500px-Saumitra.jpg
West Bengal,Bardhaman Purba,Sharmila Sarkar,Sharmila Sarkar,Nationalist Citizens Party of India,
West Bengal,Bardhaman–Durgapur,Kirti Azad,Kirti Azad,Trinamool Congress,
West Bengal,Asansol,Shatrughan Sinha,Shatrughan Sinha,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/2/20/Shatrughan_Sinha.jpg
West Bengal,Bolpur,Asit Kumar Mal,Asit Kumar Mal,Nationalist Citizens Party of India,
West Bengal,Birbhum,Satabdi Roy,Satabdi Roy,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/e/e5/Shatabdi_Roy.jpg
